path,line,kind,symbol,class,why
agent/entity_field_catalog.go,109,func,exchangeFieldKeywords,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/execution_state.go,632,func,appendDynamicSnapshot,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/history.go,91,func,chatHistory.CleanOld,KEEP(wired),"5 non-test refs, e.g. 148:// CleanOldRecords cleans old records from N days ago"
agent/llm_flow_extractor.go,131,func,filterLLMFlowExtractionFields,KEEP(tests),"1 test refs only, e.g. 1964:	filtered := filterLLMFlowExtractionFields(result, []ll"
agent/llm_flow_extractor.go,186,func,skillSessionExtractionContext,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/llm_flow_extractor.go,294,func,currentFieldValuesForSkillSession,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/llm_skill_router.go,571,func,hasAnyActiveContext,KEEP(wired),"5 non-test refs, e.g. 831:	} else if a.hasAnyActiveContext(userID) {"
agent/model_provider_catalog.go,76,func,supportedModelProviderIDs,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/model_provider_catalog.go,214,func,modelProviderCredentialGuidance,KEEP(tests),"1 test refs only, e.g. 31:	msg := modelProviderCredentialGuidance(""zh"", ""claw402"")"
agent/onboard.go,37,func,Agent.needsSetup,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/onboard.go,45,func,Agent.getSetupState,KEEP(tests),"3 test refs only, e.g. 288:	if second.getSetupState(42).Step != ""test-step"" {"
agent/onboard.go,66,func,Agent.saveSetupState,KEEP(tests),"2 test refs only, e.g. 287:	first.saveSetupState(42, &SetupState{Step: ""test-step""}"
agent/onboard.go,85,func,getConfig,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/onboard.go,90,func,setConfig,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/onboard.go,94,func,cloneSetupState,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/onboard.go,104,func,Agent.handleSetupFlow,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/onboard.go,108,func,Agent.handleSetupFlowForStoreUser,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/onboard.go,220,func,isDirectSetupCommand,KEEP(tests),"2 test refs only, e.g. 23:		if got := isDirectSetupCommand(tc.text); got != tc.want"
agent/onboard.go,233,func,Agent.handleExchangeChoice,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/onboard.go,261,func,Agent.handleAIChoice,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/onboard.go,306,func,Agent.finishSetup,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/onboard.go,360,func,Agent.createTraderFromSetup,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/onboard.go,364,func,Agent.createTraderFromSetupForStoreUser,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/onboard.go,432,func,Agent.saveSetupExchange,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/onboard.go,484,func,Agent.saveSetupAIModel,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/onboard.go,510,func,maskKey,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/onboard.go,517,func,needsPassphrase,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/onboard.go,599,func,Agent.setupMsg,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/planner_runtime.go,166,func,isStrategyIntent,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/planner_runtime.go,571,func,Agent.executeReadFastPath,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/planner_runtime.go,1026,func,isTraderCreateWaitingState,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/planner_runtime.go,2898,func,Agent.createExecutionPlan,KEEP(tests),"6 test refs only, e.g. 681:	_, err := a.createExecutionPlan(context.Background(), u"
agent/planner_runtime.go,3008,func,parseExecutionPlanJSON,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/planner_runtime.go,3388,func,Agent.replanAfterStep,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/planner_runtime.go,3431,func,parseReplannerDecisionJSON,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/planner_runtime.go,3452,func,normalizeReplannerDecision,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/planner_runtime.go,3472,func,applyReplannerDecision,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/planner_runtime.go,3524,func,shouldAttemptReplan,KEEP(tests),"3 test refs only, e.g. 342:	if !shouldAttemptReplan(state, PlanStep{"
agent/planner_runtime.go,3545,func,hasPendingWorkAfterStep,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/planner_runtime.go,3554,func,toolActionMayChangePlan,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/planner_runtime.go,3564,func,toolResultIndicatesError,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/planner_runtime.go,3569,func,toolResultSignalsDependencyGap,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/planner_runtime.go,3632,func,formatReplanStatus,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/planner_runtime.go,3948,func,Agent.thinkAndActLegacy,KEEP(tests),"2 test refs only, e.g. 487:	resp, err := a.thinkAndActLegacy(context.Background(), "
agent/reference_memory.go,76,func,Agent.semanticReferenceHistory,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_dag.go,285,func,listSkillDAGs,KEEP(tests),"1 test refs only, e.g. 33:	for _, dag := range listSkillDAGs() {"
agent/skill_dag_runtime.go,31,func,clearSkillDAGStep,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_dispatcher.go,222,func,choosePreferredOption,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_dispatcher.go,411,func,Agent.rerouteRejectedSkillFlow,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_dispatcher.go,866,func,enabledTraderSkillOptions,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_dispatcher.go,876,func,resolveSemanticExistingTraderDependency,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_dispatcher.go,1068,func,formatAmbiguousTargetPrompt,KEEP(wired),"1 non-test refs, e.g. 2629:	return formatAmbiguousTargetPrompt(lang, ambiguous)"
agent/skill_dispatcher.go,1081,func,sharedAmbiguousOptionName,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_dispatcher.go,1097,func,formatDisambiguationOptionList,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_dispatcher.go,1123,func,shortOptionIDSuffix,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_execution_handlers.go,221,func,Agent.executeAtomicSkillWithSession,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_execution_handlers.go,228,func,parseLooseTextValue,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_execution_handlers.go,253,func,parseStandaloneTraderUpdateArgs,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_execution_handlers.go,328,func,modelUpdatePatch.hasAny,KEEP(wired),"16 non-test refs, e.g. 831:	} else if a.hasAnyActiveContext(userID) {"
agent/skill_execution_handlers.go,391,func,exchangeUpdatePatch.hasAny,KEEP(wired),"16 non-test refs, e.g. 831:	} else if a.hasAnyActiveContext(userID) {"
agent/skill_execution_handlers.go,1074,func,parseSourceTypeValue,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_execution_handlers.go,1090,func,extractSymbolList,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_execution_handlers.go,1112,func,looksLikeCoinSymbol,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_execution_handlers.go,1125,func,normalizeCoinSymbol,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_execution_handlers.go,1139,func,extractIntegerList,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_execution_handlers.go,1164,func,extractDurationValue,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_execution_handlers.go,1198,func,extractLongSegmentAfterKeywords,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_execution_handlers.go,1228,func,extractDelimitedSegmentAfterKeywords,KEEP(wired),"1 non-test refs, e.g. 1311:	if value := extractDelimitedSegmentAfterKeywords(text,"
agent/skill_execution_handlers.go,1242,func,extractModelNameValue,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_execution_handlers.go,1261,func,sanitizeExtractedURL,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_execution_handlers.go,1275,func,strategyFieldKeywords,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_execution_handlers.go,1358,func,matchesStrategyFieldKeywords,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_execution_handlers.go,1366,func,strategyFieldExplicitlyMentioned,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_execution_handlers.go,2736,func,extractLabeledInt,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_execution_handlers.go,2753,func,extractTimeframeAfterKeywords,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_execution_handlers.go,2768,func,extractTimeframes,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_execution_handlers.go,3118,func,nonZeroPositions,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_execution_handlers.go,3128,func,joinAnyLines,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_execution_handlers.go,3144,func,valueOrUnset,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_execution_handlers.go,3148,func,modelName,KEEP(wired),"26 non-test refs, e.g. 1294:				modelName := at.config.CustomModelName"
agent/skill_execution_handlers.go,3155,func,modelProvider,KEEP(wired),"37 non-test refs, e.g. 29:				""- 候选 provider："" + modelProviderSummaryList(lang),"
agent/skill_execution_handlers.go,3166,func,exchangeName,KEEP(wired),"21 non-test refs, e.g. 2081:	exchangeNames := map[string]string{}"
agent/skill_execution_handlers.go,3177,func,strategyName,KEEP(wired),"3 non-test refs, e.g. 39:		var strategyName string"
agent/skill_management_handlers.go,24,func,extractURL,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_management_handlers.go,151,func,resolveTargetFromText,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_management_handlers.go,173,func,isSimpleEntityMutationAction,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_management_handlers.go,606,func,strategyCreateHasExplicitConfigBeyondType,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_management_handlers.go,1043,func,formatStrategyCreateDraftSummary,KEEP(tests),"1 test refs only, e.g. 1206:	reply := formatStrategyCreateDraftSummary(""zh"", ""我的网格策"
agent/skill_management_handlers.go,1290,func,inferCreateDisplayName,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_management_handlers.go,1541,func,hasExplicitStrategyDetailIntent,KEEP(wired),"2 non-test refs, e.g. 946:		case containsAny(lower, []string{""详情"", ""配置"", ""参数"", ""wh"
agent/skill_management_handlers.go,1556,func,shouldPreferStrategyQueryDetail,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_management_handlers.go,1567,func,shouldExplainStrategyRuntimeBoundary,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_management_handlers.go,1584,func,wantsDefaultStrategyConfig,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_management_handlers.go,1844,func,Agent.describeDefaultStrategyConfig,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_management_handlers.go,2340,func,inferModelCredentialFromText,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_management_handlers.go,2360,func,credentialLooksCompatibleWithProvider,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_management_handlers.go,2628,func,Agent.askLLMAmbiguousTargetQuestion,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_registry.go,184,func,listSkillNames,KEEP(tests),"1 test refs only, e.g. 6:	names := listSkillNames()"
agent/skill_registry.go,193,func,buildSkillRoutingSummary,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_registry.go,223,func,buildSkillDefinitionSummary,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_registry.go,271,func,defaultManagementSkillNames,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_registry.go,365,func,buildSkillForbiddenSummary,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_registry.go,400,func,buildManagementSkillContext,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_registry.go,425,func,buildManagementSkillRoutingContext,KEEP(wired),"2 non-test refs, e.g. 2903:	skillContext := buildManagementSkillRoutingContext(lan"
agent/skill_registry.go,472,func,buildManagementSkillRoutingContextWithSession,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_semantic_gate.go,10,func,Agent.skillVisibleFieldSummary,KEEP(tests),"3 test refs only, e.g. 347:	summary := a.skillVisibleFieldSummary(""default"", ""zh"", "
agent/skill_semantic_gate.go,100,func,Agent.skillVisibleOptionSummary,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_semantic_gate.go,115,func,Agent.modelSkillOptionSummary,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_semantic_gate.go,122,func,Agent.exchangeSkillOptionSummary,KEEP(tests),"1 test refs only, e.g. 257:	summary := a.exchangeSkillOptionSummary(""zh"")"
agent/skill_semantic_gate.go,191,func,Agent.traderSkillOptionSummary,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_semantic_gate.go,200,func,Agent.strategySkillOptionSummary,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_semantic_gate.go,215,func,formatSkillOptionList,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/skill_semantic_gate.go,236,func,filterNonEmptyStrings,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/strategy_field_catalog.go,155,func,agentStrategyUpdatableFieldKeys,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/trade.go,120,func,parseTradeCommand,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/trade.go,506,func,formatTradeConfirmation,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/trade.go,698,func,marshalTradeAction,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/workflow.go,425,func,Agent.decomposeWorkflowIntent,KEEP(tests),"1 test refs only, e.g. 24:	out := a.decomposeWorkflowIntentFallback(""把策略删了，再把交易所改名"""
agent/workflow.go,437,func,looksLikeMultiTaskIntent,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/workflow.go,459,func,looksLikeCompoundStrategyIntent,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/workflow.go,472,func,looksLikeCompoundTraderIntent,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/workflow.go,484,func,looksLikeCompoundModelIntent,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/workflow.go,495,func,looksLikeCompoundExchangeIntent,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/workflow.go,506,func,Agent.decomposeWorkflowIntentWithLLM,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/workflow.go,544,func,parseWorkflowDecomposition,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/workflow.go,587,func,Agent.decomposeWorkflowIntentFallback,KEEP(tests),"1 test refs only, e.g. 24:	out := a.decomposeWorkflowIntentFallback(""把策略删了，再把交易所改名"""
agent/workflow.go,620,func,classifyCompoundWorkflowTasksWithContext,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/workflow.go,633,func,classifyCompoundWorkflowTasks,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/workflow.go,654,func,classifyContextualStrategyWorkflowTasks,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/workflow.go,682,func,classifyContextualTraderWorkflowTasks,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/workflow.go,706,func,classifyWorkflowTaskWithContext,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/workflow.go,723,func,classifyCompoundStrategyWorkflowTasks,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/workflow.go,760,func,classifyCompoundTraderWorkflowTasks,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/workflow.go,789,func,classifyCompoundModelWorkflowTasks,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/workflow.go,815,func,classifyCompoundExchangeWorkflowTasks,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
agent/workflow.go,840,func,splitWorkflowSegments,KEEP(tests),"1 test refs only, e.g. 6:	got := splitWorkflowSegments(""把策略删了，再把交易所改名"")"
agent/workflow.go,859,func,classifyWorkflowTask,KEEP(tests),"3 test refs only, e.g. 13:	task, ok := classifyWorkflowTask(""把策略删了"")"
api/crypto_handler.go,99,func,isValidPrivateKey,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
api/handler_competition.go,108,func,Server.handleCompetition,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
api/handler_klines_roll_derive.go,30,func,ChartRollStitchResolved,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
api/handler_plan.go,1379,func,Server.transitionState,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
api/handler_trader.go,268,func,describeTraderLoadError,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
api/handler_trader_status.go,427,func,Server.pollAndUpdateOrderStatus,KEEP(wired),"1 non-test refs, e.g. 1555:	// AND pollAndUpdateOrderStatus (handler_trader_status"
api/handler_trader_status.go,515,func,Server.pollLighterTradeHistory,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
api/handler_updates.go,85,func,Server.SetUpdateVerifier,KEEP(tests),"5 test refs only, e.g. 294:		e.s.SetUpdateVerifier(c.v)"
api/handler_updates.go,93,func,Server.SetUpdateStarter,KEEP(tests),"2 test refs only, e.g. 295:		e.s.SetUpdateStarter(c.start)"
api/release_dir.go,33,func,resetReleaseDirForTest,KEEP(tests),"6 test refs only, e.g. 14:	resetReleaseDirForTest()"
api/utils.go,19,func,SanitizeModelConfigForLog,KEEP(tests),"2 test refs only, e.g. 50:func TestSanitizeModelConfigForLog(t *testing.T) {"
api/utils.go,38,func,SanitizeExchangeConfigForLog,KEEP(tests),"2 test refs only, e.g. 90:func TestSanitizeExchangeConfigForLog(t *testing.T) {"
api/utils.go,91,func,MaskEmail,KEEP(tests),"3 test refs only, e.g. 163:func TestMaskEmail(t *testing.T) {"
crypto/crypto.go,361,func,GenerateKeyPair,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
crypto/crypto.go,389,func,GenerateDataKey,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
discipline/freeze.go,69,func,ResetFreezeForTest,KEEP(tests),"10 test refs only, e.g. 184:	discipline.ResetFreezeForTest()"
discipline/reentry_cooldown.go,134,func,ResetReentryForTest,KEEP(tests),"12 test refs only, e.g. 22:	discipline.ResetReentryForTest()"
docs/superpowers/research/2026-09-12-backtest-structure-fade/harness/eval.go,164,func,first5mTouch,KEEP(harness),standalone research harness (own main)
docs/superpowers/research/2026-09-12-backtest-structure-fade/harness/eval.go,326,func,aggregate5m,KEEP(harness),standalone research harness (own main)
docs/superpowers/research/2026-09-12-backtest-structure-fade/harness/main.go,139,func,holdCode,KEEP(harness),standalone research harness (own main)
docs/superpowers/research/2026-09-12-backtest-structure-fade/harness/stats.go,26,func,diffCI,KEEP(harness),standalone research harness (own main)
docs/superpowers/research/2026-09-12-backtest-structure-fade/harness/stats.go,115,func,sdOf,KEEP(harness),standalone research harness (own main)
docs/superpowers/research/2026-09-12-backtest-structure-fade/harness/stats.go,140,func,rng.intn,KEEP(harness),standalone research harness (own main)
docs/superpowers/research/2026-09-12-backtest-zone-fade/harness/eval.go,158,func,first5mTouch,KEEP(harness),standalone research harness (own main)
docs/superpowers/research/2026-09-12-backtest-zone-fade/harness/eval.go,256,func,aggregate5m,KEEP(harness),standalone research harness (own main)
docs/superpowers/research/2026-09-12-backtest-zone-fade/harness/stats.go,115,func,sdOf,KEEP(harness),standalone research harness (own main)
hook/hooks.go,30,func,RegisterHook,KEEP(tests),"4 test refs only, e.g. 121:	hook.RegisterHook(hook.SET_HTTP_CLIENT, func(args ...an"
hook/ip_hook.go,10,func,IpResult.Error,KEEP(wired),"3982 non-test refs, e.g. 79:				logger.Errorf(""Failed to create data directory: %v"", "
hook/ip_hook.go,14,func,IpResult.GetResult,KEEP(wired),"7 non-test refs, e.g. 68:	if hookRes != nil && hookRes.GetResult() != nil {"
internal/censuswalk/censuswalk.go,56,func,SkippedAtRoot,KEEP(tests),"5 test refs only, e.g. 161:	// children of the module root (SkippedAtRoot). This ce"
internal/censuswalk/censuswalk.go,59,func,RootSkips,KEEP(tests),"3 test refs only, e.g. 36:	for _, n := range RootSkips() {"
internal/censuswalk/censuswalk.go,73,func,NestedProbeDirs,KEEP(tests),"30 test refs only, e.g. 40:	for _, d := range NestedProbeDirs() {"
internal/censuswalk/censuswalk.go,82,func,PackageName,KEEP(tests),"20 test refs only, e.g. 41:		write(t, root, d+""/a.go"", ""package ""+PackageName(d)+""\n"
internal/censuswalk/censuswalk.go,103,func,NonTestGoFiles,KEEP(tests),"30 test refs only, e.g. 47:	files, err := NonTestGoFiles(root)"
internal/censuswalk/censuswalk.go,141,func,underRootSkip,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
internal/censuswalk/censuswalk.go,164,func,goCommand,KEEP(tests),"10 test refs only, e.g. 160:	cmd := goCommand(root, ""list"", ""-e"", ""-json=ImportPath,"
internal/censuswalk/censuswalk.go,184,func,ListPackages,KEEP(tests),"6 test refs only, e.g. 252:	linked, err := ListPackages(root, true, ""."", ""./cmd/..."
internal/censuswalk/censuswalk.go,233,func,ModulePath,KEEP(tests),"9 test refs only, e.g. 198:	module, err := ModulePath(root)"
internal/censuswalk/censuswalk.go,255,func,ToolchainUncovered,KEEP(tests),"6 test refs only, e.g. 82:	uncovered, roots, err := ToolchainUncovered(root)"
internal/installpath/releasedir.go,71,func,ResetReleaseDirForTest,KEEP(wired),"1 non-test refs, e.g. 33:func resetReleaseDirForTest() { installpath.ResetReleaseD"
internal/updaterbootstrap/bootstrap.go,78,func,DataDirFor,KEEP(wired),"4 non-test refs, e.g. 15:// hold CLI (internal/holdcli.DataDirFor) and the attende"
internal/updaterbootstrap/bootstrap.go,83,func,DBFileFor,KEEP(wired),"3 non-test refs, e.g. 37:// DBFileFor is the bot database the same resolver points"
internal/updaterjob/states.go,128,func,AllStates,KEEP(tests),"6 test refs only, e.g. 59:	if got := AllStates(); !reflect.DeepEqual(got, wantOrder"
internal/updaterwire/paths.go,49,func,SocketPathFor,KEEP(tests),"7 test refs only, e.g. 21:	got, err := SocketPathFor(inst)"
internal/updaterwire/wire.go,64,func,Verbs,KEEP(tests),"16 test refs only, e.g. 471:	""Verbs"":            true, // the fixed verb list"
internal/updaterwire/wireserver/server.go,208,func,Listener.Path,KEEP(wired),"957 non-test refs, e.g. 68:		cfg.DBPath = os.Args[1]"
internal/updaterworker/orphans.go,133,func,QuarantineInterruptedFetches,KEEP(tests),"4 test refs only, e.g. 70:	if moved, err := QuarantineInterruptedFetches(root, r.da"
internal/updaterworker/releasefixture/releasefixture.go,36,func,SSHKeygen,KEEP(tests),test-support package; reachable via tests only
internal/updaterworker/releasefixture/releasefixture.go,46,func,KeygenEnv,KEEP(tests),test-support package; reachable via tests only
internal/updaterworker/releasefixture/releasefixture.go,51,func,RunKeygen,KEEP(tests),test-support package; reachable via tests only
internal/updaterworker/releasefixture/releasefixture.go,69,func,NewSigner,KEEP(tests),test-support package; reachable via tests only
internal/updaterworker/releasefixture/releasefixture.go,81,func,Signer.Fingerprint,KEEP(tests),test-support package; reachable via tests only
internal/updaterworker/releasefixture/releasefixture.go,92,func,Signer.Sign,KEEP(tests),test-support package; reachable via tests only
internal/updaterworker/releasefixture/releasefixture.go,106,func,WriteAllowedSigners,KEEP(tests),test-support package; reachable via tests only
internal/updaterworker/releasefixture/releasefixture.go,123,func,RepoRoot,KEEP(tests),test-support package; reachable via tests only
internal/updaterworker/releasefixture/releasefixture.go,145,func,WriteFiles,KEEP(tests),test-support package; reachable via tests only
internal/updaterworker/releasefixture/releasefixture.go,160,func,ReleaseSource,KEEP(tests),test-support package; reachable via tests only
internal/updaterworker/releasefixture/releasefixture.go,182,func,RunIn,KEEP(tests),test-support package; reachable via tests only
internal/updaterworker/releasefixture/releasefixture.go,231,func,Build,KEEP(tests),test-support package; reachable via tests only
internal/updaterworker/releasefixture/releasefixture.go,280,func,InjectSelfEntry,KEEP(tests),test-support package; reachable via tests only
